,text,CaseFolding,TextClean,Tokenizing,Normalization,Stopwords
286,https://twitter.com/biayswife/status/1504800460481335296?t=2kx0enoO8EM4Dxr9nJExvQ&s=19 Review dari batch 2 untuk mari belajar,https://twitter.com/biayswife/status/1504800460481335296?t=2kx0enoo8em4dxr9njexvq&s=19 review dari batch 2 untuk mari belajar,review dari batch untuk mari belajar,"['review', 'dari', 'batch', 'untuk', 'mari', 'belajar']","['review', 'dari', 'batch', 'untuk', 'mari', 'belajar']","['review', 'batch', 'mari', 'belajar']"
287,🔥,🔥,,[],[],[]
288,🔥,🔥,,[],[],[]
289,🔥,🔥,,[],[],[]
290,🔥,🔥,,[],[],[]
291,"min, tolong cek dm 🙏","min, tolong cek dm 🙏",min tolong cek dm,"['min', 'tolong', 'cek', 'dm']","['min', 'tolong', 'cek', 'pesan']","['min', 'tolong', 'cek', 'pesan']"
292,@ginakhldynti done kak,@ginakhldynti done kak,done kak,"['done', 'kak']","['done', 'kakak']","['done', 'kakak']"
293,"Hai admin, tolong cek dm","hai admin, tolong cek dm",hai admin tolong cek dm,"['hai', 'admin', 'tolong', 'cek', 'dm']","['hai', 'admin', 'tolong', 'cek', 'pesan']","['hai', 'admin', 'tolong', 'cek', 'pesan']"
294,"Bikin yg angka romawi dan angka biasa min, terus tata letaknya atas atau bawah, itu berguna banget buat yg skripsian. Bikin reels aja","bikin yg angka romawi dan angka biasa min, terus tata letaknya atas atau bawah, itu berguna banget buat yg skripsian. bikin reels aja",bikin yg angka romawi dan angka biasa min terus tata letaknya atas atau bawah itu berguna banget buat yg skripsian bikin reels aja,"['bikin', 'yg', 'angka', 'romawi', 'dan', 'angka', 'biasa', 'min', 'terus', 'tata', 'letaknya', 'atas', 'atau', 'bawah', 'itu', 'berguna', 'banget', 'buat', 'yg', 'skripsian', 'bikin', 'reels', 'aja']","['bikin', 'yang', 'angka', 'romawi', 'dan', 'angka', 'biasa', 'min', 'terus', 'tata', 'letaknya', 'atas', 'atau', 'bawah', 'itu', 'berguna', 'banget', 'buat', 'yang', 'skripsian', 'bikin', 'reels', 'aja']","['angka', 'romawi', 'angka', 'min', 'tata', 'letaknya', 'berguna', 'banget', 'skripsian', 'reels']"
295,"@b.yukadji Hi kak, terima kasih atas masukannya. Kami tampung dulu ya 😊","@b.yukadji hi kak, terima kasih atas masukannya. kami tampung dulu ya 😊",hi kak terima kasih atas masukannya kami tampung dulu ya,"['hi', 'kak', 'terima', 'kasih', 'atas', 'masukannya', 'kami', 'tampung', 'dulu', 'ya']","['hi', 'kakak', 'terima', 'kasih', 'atas', 'masukannya', 'kami', 'tampung', 'dulu', 'ya']","['hi', 'kakak', 'terima', 'kasih', 'masukannya', 'tampung']"
296,"Batch 1 kmrn aku ikut program yg modern productivity, skrg kebantu bgt ikutan studi independent ini buat aku skripsian🥰thankyou maribelajar✨✨","batch 1 kmrn aku ikut program yg modern productivity, skrg kebantu bgt ikutan studi independent ini buat aku skripsian🥰thankyou maribelajar✨✨",batch kmrn aku ikut program yg modern productivity skrg kebantu bgt ikutan studi independent ini buat aku skripsianthankyou maribelajar,"['batch', 'kmrn', 'aku', 'ikut', 'program', 'yg', 'modern', 'productivity', 'skrg', 'kebantu', 'bgt', 'ikutan', 'studi', 'independent', 'ini', 'buat', 'aku', 'skripsianthankyou', 'maribelajar']","['batch', 'kemarin', 'aku', 'ikut', 'program', 'yang', 'modern', 'productivity', 'sekarang', 'kebantu', 'banget', 'mengikuti', 'studi', 'independent', 'ini', 'buat', 'aku', 'skripsianthankyou', 'maribelajar']","['batch', 'kemarin', 'program', 'modern', 'productivity', 'kebantu', 'banget', 'mengikuti', 'studi', 'independent', 'skripsianthankyou', 'maribelajar']"
297,selalu pakai cara ini untuk buat daftar isi,selalu pakai cara ini untuk buat daftar isi,selalu pakai cara ini untuk buat daftar isi,"['selalu', 'pakai', 'cara', 'ini', 'untuk', 'buat', 'daftar', 'isi']","['selalu', 'pakai', 'cara', 'ini', 'untuk', 'buat', 'daftar', 'isi']","['pakai', 'daftar', 'isi']"
298,@desra.reifka tutor dong suhu,@desra.reifka tutor dong suhu,tutor dong suhu,"['tutor', 'dong', 'suhu']","['tutor', 'dong', 'suhu']","['tutor', 'suhu']"
299,@b.yukadji aduh kalah sama yg lebih suhu nih🙏,@b.yukadji aduh kalah sama yg lebih suhu nih🙏,aduh kalah sama yg lebih suhu nih,"['aduh', 'kalah', 'sama', 'yg', 'lebih', 'suhu', 'nih']","['aduh', 'kalah', 'sama', 'yang', 'lebih', 'suhu', 'nih']","['aduh', 'kalah', 'suhu']"
300,Min mau tnya mngenai SPTJM MSIB itu formatnya yg diganti ckup nama ybs atau hrus diberi kop suratnya?,min mau tnya mngenai sptjm msib itu formatnya yg diganti ckup nama ybs atau hrus diberi kop suratnya?,min mau tnya mngenai sptjm msib itu formatnya yg diganti ckup nama ybs atau hrus diberi kop suratnya,"['min', 'mau', 'tnya', 'mngenai', 'sptjm', 'msib', 'itu', 'formatnya', 'yg', 'diganti', 'ckup', 'nama', 'ybs', 'atau', 'hrus', 'diberi', 'kop', 'suratnya']","['min', 'mau', 'tnya', 'mngenai', 'sptjm', 'msib', 'itu', 'formatnya', 'yang', 'diganti', 'ckup', 'nama', 'ybs', 'atau', 'harus', 'diberi', 'kop', 'suratnya']","['min', 'tnya', 'mngenai', 'sptjm', 'msib', 'formatnya', 'diganti', 'ckup', 'nama', 'ybs', 'kop', 'suratnya']"
301,Tadi saya dengar pemaparan dari pemateri bahwa ttd Wakil Rektor untuk SPTJM boleh digital. Apakah saya bisa mendapat respon disini bahwa itu boleh. Karena pihak kampus menuntut itu. @maribelajar_id,tadi saya dengar pemaparan dari pemateri bahwa ttd wakil rektor untuk sptjm boleh digital. apakah saya bisa mendapat respon disini bahwa itu boleh. karena pihak kampus menuntut itu. @maribelajar_id,tadi saya dengar pemaparan dari pemateri bahwa ttd wakil rektor untuk sptjm boleh digital apakah saya bisa mendapat respon disini bahwa itu boleh karena pihak kampus menuntut itu,"['tadi', 'saya', 'dengar', 'pemaparan', 'dari', 'pemateri', 'bahwa', 'ttd', 'wakil', 'rektor', 'untuk', 'sptjm', 'boleh', 'digital', 'apakah', 'saya', 'bisa', 'mendapat', 'respon', 'disini', 'bahwa', 'itu', 'boleh', 'karena', 'pihak', 'kampus', 'menuntut', 'itu']","['tadi', 'saya', 'dengar', 'pemaparan', 'dari', 'pemateri', 'bahwa', 'ttd', 'wakil', 'rektor', 'untuk', 'sptjm', 'boleh', 'digital', 'apakah', 'saya', 'bisa', 'mendapat', 'respon', 'disini', 'bahwa', 'itu', 'boleh', 'karena', 'pihak', 'kampus', 'menuntut', 'itu']","['dengar', 'pemaparan', 'pemateri', 'ttd', 'wakil', 'rektor', 'sptjm', 'digital', 'respon', 'kampus', 'menuntut']"
302,Super membantu min,super membantu min,super membantu min,"['super', 'membantu', 'min']","['super', 'membantu', 'min']","['super', 'membantu', 'min']"
303,❤️❤️❤️❤️,❤️❤️❤️❤️,,[],[],[]
304,🔥,🔥,,[],[],[]
305,❤️🔥🙌,❤️🔥🙌,,[],[],[]
306,🔥🔥🔥🔥🔥🔥,🔥🔥🔥🔥🔥🔥,,[],[],[]
307,Mau tnya min utk SPTJM itu bgian wkil direktur kemahasiswaan mksdnya wakil rektor atau wakil dekan?,mau tnya min utk sptjm itu bgian wkil direktur kemahasiswaan mksdnya wakil rektor atau wakil dekan?,mau tnya min utk sptjm itu bgian wkil direktur kemahasiswaan mksdnya wakil rektor atau wakil dekan,"['mau', 'tnya', 'min', 'utk', 'sptjm', 'itu', 'bgian', 'wkil', 'direktur', 'kemahasiswaan', 'mksdnya', 'wakil', 'rektor', 'atau', 'wakil', 'dekan']","['mau', 'tnya', 'min', 'utk', 'sptjm', 'itu', 'bagian', 'wkil', 'direktur', 'kemahasiswaan', 'maksudnya', 'wakil', 'rektor', 'atau', 'wakil', 'dekan']","['tnya', 'min', 'sptjm', 'wkil', 'direktur', 'kemahasiswaan', 'maksudnya', 'wakil', 'rektor', 'wakil', 'dekan']"
308,Yeay!🔥🔥🔥,yeay!🔥🔥🔥,yeay,['yeay'],['yeay'],['yeay']
309,"@afradillah77 Hi kak, dapat ditanda tangani oleh pihak level universitas kak, misalnya wakil rektor.","@afradillah77 hi kak, dapat ditanda tangani oleh pihak level universitas kak, misalnya wakil rektor.",hi kak dapat ditanda tangani oleh pihak level universitas kak misalnya wakil rektor,"['hi', 'kak', 'dapat', 'ditanda', 'tangani', 'oleh', 'pihak', 'level', 'universitas', 'kak', 'misalnya', 'wakil', 'rektor']","['hi', 'kakak', 'dapat', 'ditanda', 'tangani', 'oleh', 'pihak', 'level', 'universitas', 'kakak', 'misalnya', 'wakil', 'rektor']","['hi', 'kakak', 'ditanda', 'tangani', 'level', 'universitas', 'kakak', 'wakil', 'rektor']"
310,@maribelajar_id apakah bisa keringanan wakil dekan sj min? Soalnya kalau warek susah lumayan susah ditemui dan ini udh ddline 5 Februari batas up berkasnya,@maribelajar_id apakah bisa keringanan wakil dekan sj min? soalnya kalau warek susah lumayan susah ditemui dan ini udh ddline 5 februari batas up berkasnya,apakah bisa keringanan wakil dekan sj min soalnya kalau warek susah lumayan susah ditemui dan ini udh ddline februari batas up berkasnya,"['apakah', 'bisa', 'keringanan', 'wakil', 'dekan', 'sj', 'min', 'soalnya', 'kalau', 'warek', 'susah', 'lumayan', 'susah', 'ditemui', 'dan', 'ini', 'udh', 'ddline', 'februari', 'batas', 'up', 'berkasnya']","['apakah', 'bisa', 'keringanan', 'wakil', 'dekan', 'sj', 'min', 'soalnya', 'kalau', 'warek', 'susah', 'lumayan', 'susah', 'ditemui', 'dan', 'ini', 'sudah', 'ddline', 'februari', 'batas', 'up', 'berkasnya']","['keringanan', 'wakil', 'dekan', 'sj', 'min', 'warek', 'susah', 'lumayan', 'susah', 'ditemui', 'ddline', 'februari', 'batas', 'up', 'berkasnya']"
311,@maribelajar_id untuk periode kegiatan kontrak apakah sudah bisa dimasukkan sekarang min? ( 7 Feb - 24 Juni),@maribelajar_id untuk periode kegiatan kontrak apakah sudah bisa dimasukkan sekarang min? ( 7 feb - 24 juni),untuk periode kegiatan kontrak apakah sudah bisa dimasukkan sekarang min feb juni,"['untuk', 'periode', 'kegiatan', 'kontrak', 'apakah', 'sudah', 'bisa', 'dimasukkan', 'sekarang', 'min', 'feb', 'juni']","['untuk', 'periode', 'kegiatan', 'kontrak', 'apakah', 'sudah', 'bisa', 'dimasukkan', 'sekarang', 'min', 'feb', 'juni']","['periode', 'kegiatan', 'kontrak', 'dimasukkan', 'min', 'feb', 'juni']"
312,"@fraa5129 iyaa benar banget, jadi was2","@fraa5129 iyaa benar banget, jadi was2",iyaa benar banget jadi was,"['iyaa', 'benar', 'banget', 'jadi', 'was']","['iyaa', 'benar', 'banget', 'jadi', 'was']","['iyaa', 'banget', 'was']"
313,@maribelajar_id Permisi kak. Apakah surat rekomendasinya harus ditandatangani Kaprodi atau boleh Dekan Fakultas saja? Mohon konfirmasinya. Terima kasih😊🙏,@maribelajar_id permisi kak. apakah surat rekomendasinya harus ditandatangani kaprodi atau boleh dekan fakultas saja? mohon konfirmasinya. terima kasih😊🙏,permisi kak apakah surat rekomendasinya harus ditandatangani kaprodi atau boleh dekan fakultas saja mohon konfirmasinya terima kasih,"['permisi', 'kak', 'apakah', 'surat', 'rekomendasinya', 'harus', 'ditandatangani', 'kaprodi', 'atau', 'boleh', 'dekan', 'fakultas', 'saja', 'mohon', 'konfirmasinya', 'terima', 'kasih']","['permisi', 'kakak', 'apakah', 'surat', 'rekomendasinya', 'harus', 'ditandatangani', 'kaprodi', 'atau', 'boleh', 'dekan', 'fakultas', 'saja', 'mohon', 'konfirmasinya', 'terima', 'kasih']","['permisi', 'kakak', 'surat', 'rekomendasinya', 'ditandatangani', 'kaprodi', 'dekan', 'fakultas', 'mohon', 'konfirmasinya', 'terima', 'kasih']"
314,"Min mau tanya, boleh minta silabus/capaian perprogramnya tidak min?","min mau tanya, boleh minta silabus/capaian perprogramnya tidak min?",min mau tanya boleh minta silabuscapaian perprogramnya tidak min,"['min', 'mau', 'tanya', 'boleh', 'minta', 'silabuscapaian', 'perprogramnya', 'tidak', 'min']","['min', 'mau', 'tanya', 'boleh', 'minta', 'silabuscapaian', 'perprogramnya', 'tidak', 'min']","['min', 'silabuscapaian', 'perprogramnya', 'min']"
315,"@yggmf hi kak, boleh. Besok akan kami bagikan di kelas virtual ya. Thanks","@yggmf hi kak, boleh. besok akan kami bagikan di kelas virtual ya. thanks",hi kak boleh besok akan kami bagikan di kelas virtual ya thanks,"['hi', 'kak', 'boleh', 'besok', 'akan', 'kami', 'bagikan', 'di', 'kelas', 'virtual', 'ya', 'thanks']","['hi', 'kakak', 'boleh', 'besok', 'akan', 'kami', 'bagikan', 'di', 'kelas', 'virtual', 'ya', 'terimakasih']","['hi', 'kakak', 'besok', 'bagikan', 'kelas', 'virtual', 'terimakasih']"
316,"@ratnatiara_tq hi kak, boleh","@ratnatiara_tq hi kak, boleh",hi kak boleh,"['hi', 'kak', 'boleh']","['hi', 'kakak', 'boleh']","['hi', 'kakak']"
317,"@kvn_hi95 hi kak, terkait permasalahan ini bisa langsng menghubungi kampus merdeka via tawk.to (pop up chat) yang ada di platform ya, sembari kami akan sampaikan permasalahan ini ke kampus merdeka. Thanks","@kvn_hi95 hi kak, terkait permasalahan ini bisa langsng menghubungi kampus merdeka via tawk.to (pop up chat) yang ada di platform ya, sembari kami akan sampaikan permasalahan ini ke kampus merdeka. thanks",hi kak terkait permasalahan ini bisa langsng menghubungi kampus merdeka via tawkto pop up chat yang ada di platform ya sembari kami akan sampaikan permasalahan ini ke kampus merdeka thanks,"['hi', 'kak', 'terkait', 'permasalahan', 'ini', 'bisa', 'langsng', 'menghubungi', 'kampus', 'merdeka', 'via', 'tawkto', 'pop', 'up', 'chat', 'yang', 'ada', 'di', 'platform', 'ya', 'sembari', 'kami', 'akan', 'sampaikan', 'permasalahan', 'ini', 'ke', 'kampus', 'merdeka', 'thanks']","['hi', 'kakak', 'terkait', 'permasalahan', 'ini', 'bisa', 'langsng', 'menghubungi', 'kampus', 'merdeka', 'via', 'tawkto', 'pop', 'up', 'percakapan', 'yang', 'ada', 'di', 'platform', 'ya', 'sembari', 'kami', 'akan', 'sampaikan', 'permasalahan', 'ini', 'ke', 'kampus', 'merdeka', 'terimakasih']","['hi', 'kakak', 'terkait', 'permasalahan', 'langsng', 'menghubungi', 'kampus', 'merdeka', 'via', 'tawkto', 'pop', 'up', 'percakapan', 'platform', 'sembari', 'permasalahan', 'kampus', 'merdeka', 'terimakasih']"
318,@maribelajar_id Baik Kak.. terimakasih🙌,@maribelajar_id baik kak.. terimakasih🙌,baik kak terimakasih,"['baik', 'kak', 'terimakasih']","['baik', 'kakak', 'terimakasih']","['kakak', 'terimakasih']"
319,Min kalau mau nonton ulang Onboarding yang tadi dimana ya?,min kalau mau nonton ulang onboarding yang tadi dimana ya?,min kalau mau nonton ulang onboarding yang tadi dimana ya,"['min', 'kalau', 'mau', 'nonton', 'ulang', 'onboarding', 'yang', 'tadi', 'dimana', 'ya']","['min', 'kalau', 'mau', 'nonton', 'ulang', 'onboarding', 'yang', 'tadi', 'dimana', 'ya']","['min', 'nonton', 'ulang', 'onboarding', 'dimana']"
320,"@maribelajar_id mau nanya min, untuk pengumuman lolos nya kapan ya?,, Soalnya saya udah lama daftar tapi masih keterangan Masih dalam seleksi","@maribelajar_id mau nanya min, untuk pengumuman lolos nya kapan ya?,, soalnya saya udah lama daftar tapi masih keterangan masih dalam seleksi",mau nanya min untuk pengumuman lolos nya kapan ya soalnya saya udah lama daftar tapi masih keterangan masih dalam seleksi,"['mau', 'nanya', 'min', 'untuk', 'pengumuman', 'lolos', 'nya', 'kapan', 'ya', 'soalnya', 'saya', 'udah', 'lama', 'daftar', 'tapi', 'masih', 'keterangan', 'masih', 'dalam', 'seleksi']","['mau', 'bertanya', 'min', 'untuk', 'pengumuman', 'lolos', 'nya', 'kapan', 'ya', 'soalnya', 'saya', 'sudah', 'lama', 'daftar', 'tapi', 'masih', 'keterangan', 'masih', 'dalam', 'seleksi']","['min', 'pengumuman', 'lolos', 'daftar', 'keterangan', 'seleksi']"
321,"Halo ka, izin bertanya mengenai PIC kampus itu untuk keperluan apa ya ? apakah untuk konfirmasi mengenai konversi sks? ataukah hal lainnya?","halo ka, izin bertanya mengenai pic kampus itu untuk keperluan apa ya ? apakah untuk konfirmasi mengenai konversi sks? ataukah hal lainnya?",halo ka izin bertanya mengenai pic kampus itu untuk keperluan apa ya apakah untuk konfirmasi mengenai konversi sks ataukah hal lainnya,"['halo', 'ka', 'izin', 'bertanya', 'mengenai', 'pic', 'kampus', 'itu', 'untuk', 'keperluan', 'apa', 'ya', 'apakah', 'untuk', 'konfirmasi', 'mengenai', 'konversi', 'sks', 'ataukah', 'hal', 'lainnya']","['halo', 'kakak', 'izin', 'bertanya', 'mengenai', 'pic', 'kampus', 'itu', 'untuk', 'keperluan', 'apa', 'ya', 'apakah', 'untuk', 'konfirmasi', 'mengenai', 'konversi', 'sks', 'ataukah', 'hal', 'lainnya']","['halo', 'kakak', 'izin', 'pic', 'kampus', 'keperluan', 'konfirmasi', 'konversi', 'sks']"
322,"@wildahtrianaa hi kak, ini dilakukan utk pengiriman progress belajar mhasiswa. Shg dpt termonitoring dg baik oleh kampus. Thanks","@wildahtrianaa hi kak, ini dilakukan utk pengiriman progress belajar mhasiswa. shg dpt termonitoring dg baik oleh kampus. thanks",hi kak ini dilakukan utk pengiriman progress belajar mhasiswa shg dpt termonitoring dg baik oleh kampus thanks,"['hi', 'kak', 'ini', 'dilakukan', 'utk', 'pengiriman', 'progress', 'belajar', 'mhasiswa', 'shg', 'dpt', 'termonitoring', 'dg', 'baik', 'oleh', 'kampus', 'thanks']","['hi', 'kakak', 'ini', 'dilakukan', 'utk', 'pengiriman', 'progress', 'belajar', 'mhasiswa', 'shg', 'dapat', 'termonitoring', 'dg', 'baik', 'oleh', 'kampus', 'terimakasih']","['hi', 'kakak', 'pengiriman', 'progress', 'belajar', 'mhasiswa', 'shg', 'termonitoring', 'kampus', 'terimakasih']"
323,"@maribelajar_id Mohon maaf kak, izin bertanya bagaimana melihat nama, email, dan nomor hp dari PIC kampus kita? Atau teman-teman disini ada tahu caranya? Terimakasih","@maribelajar_id mohon maaf kak, izin bertanya bagaimana melihat nama, email, dan nomor hp dari pic kampus kita? atau teman-teman disini ada tahu caranya? terimakasih",mohon maaf kak izin bertanya bagaimana melihat nama email dan nomor hp dari pic kampus kita atau temanteman disini ada tahu caranya terimakasih,"['mohon', 'maaf', 'kak', 'izin', 'bertanya', 'bagaimana', 'melihat', 'nama', 'email', 'dan', 'nomor', 'hp', 'dari', 'pic', 'kampus', 'kita', 'atau', 'temanteman', 'disini', 'ada', 'tahu', 'caranya', 'terimakasih']","['mohon', 'maaf', 'kakak', 'izin', 'bertanya', 'bagaimana', 'melihat', 'nama', 'email', 'dan', 'nomor', 'hp', 'dari', 'pic', 'kampus', 'kita', 'atau', 'teman', 'disini', 'ada', 'tahu', 'caranya', 'terimakasih']","['mohon', 'maaf', 'kakak', 'izin', 'nama', 'email', 'nomor', 'hp', 'pic', 'kampus', 'teman', 'terimakasih']"
324,"Halo kaka admin, apakah semua orang dapat ikut walau belum bekerja?","halo kaka admin, apakah semua orang dapat ikut walau belum bekerja?",halo kaka admin apakah semua orang dapat ikut walau belum bekerja,"['halo', 'kaka', 'admin', 'apakah', 'semua', 'orang', 'dapat', 'ikut', 'walau', 'belum', 'bekerja']","['halo', 'kakak', 'admin', 'apakah', 'semua', 'orang', 'dapat', 'ikut', 'walau', 'belum', 'bekerja']","['halo', 'kakak', 'admin', 'orang']"
325,"@syayafa Hi Kak Syafa, diperkenankan kak, silakan mendaftar 😊","@syayafa hi kak syafa, diperkenankan kak, silakan mendaftar 😊",hi kak syafa diperkenankan kak silakan mendaftar,"['hi', 'kak', 'syafa', 'diperkenankan', 'kak', 'silakan', 'mendaftar']","['hi', 'kakak', 'syafa', 'diperkenankan', 'kakak', 'silakan', 'mendaftar']","['hi', 'kakak', 'syafa', 'diperkenankan', 'kakak', 'silakan', 'mendaftar']"
326,"Min, tolong cek dm ya, terimakasih🙏🏻","min, tolong cek dm ya, terimakasih🙏🏻",min tolong cek dm ya terimakasih,"['min', 'tolong', 'cek', 'dm', 'ya', 'terimakasih']","['min', 'tolong', 'cek', 'pesan', 'ya', 'terimakasih']","['min', 'tolong', 'cek', 'pesan', 'terimakasih']"
327,@ninisfi oke kak 😊,@ninisfi oke kak 😊,oke kak,"['oke', 'kak']","['oke', 'kakak']","['oke', 'kakak']"
328,"Selamat malam kak, mohon maaf mengganggu. Saya mau membuka link format surat pernyataan tanggung jawab mutlak mahasiswa tetapi isinya susah dihapus dan tidak tersedia. Saya harap mendapatkan link baru, soalnya sudah dekat tanggal 5. Terima kasih.","selamat malam kak, mohon maaf mengganggu. saya mau membuka link format surat pernyataan tanggung jawab mutlak mahasiswa tetapi isinya susah dihapus dan tidak tersedia. saya harap mendapatkan link baru, soalnya sudah dekat tanggal 5. terima kasih.",selamat malam kak mohon maaf mengganggu saya mau membuka link format surat pernyataan tanggung jawab mutlak mahasiswa tetapi isinya susah dihapus dan tidak tersedia saya harap mendapatkan link baru soalnya sudah dekat tanggal terima kasih,"['selamat', 'malam', 'kak', 'mohon', 'maaf', 'mengganggu', 'saya', 'mau', 'membuka', 'link', 'format', 'surat', 'pernyataan', 'tanggung', 'jawab', 'mutlak', 'mahasiswa', 'tetapi', 'isinya', 'susah', 'dihapus', 'dan', 'tidak', 'tersedia', 'saya', 'harap', 'mendapatkan', 'link', 'baru', 'soalnya', 'sudah', 'dekat', 'tanggal', 'terima', 'kasih']","['selamat', 'malam', 'kakak', 'mohon', 'maaf', 'mengganggu', 'saya', 'mau', 'membuka', 'link', 'format', 'surat', 'pernyataan', 'tanggung', 'jawab', 'mutlak', 'mahasiswa', 'tetapi', 'isinya', 'susah', 'dihapus', 'dan', 'tidak', 'tersedia', 'saya', 'harap', 'mendapatkan', 'link', 'baru', 'soalnya', 'sudah', 'dekat', 'tanggal', 'terima', 'kasih']","['selamat', 'malam', 'kakak', 'mohon', 'maaf', 'mengganggu', 'membuka', 'link', 'format', 'surat', 'pernyataan', 'tanggung', 'mutlak', 'mahasiswa', 'isinya', 'susah', 'dihapus', 'tersedia', 'harap', 'link', 'tanggal', 'terima', 'kasih']"
